day	modified_temperature
1178	-18.877260273972603
1179	-19.57698630136986
1180	-11.876712328767123
1181	-20.976438356164383
1182	-19.576164383561643
1183	-19.975890410958904
1184	-19.675616438356165
1185	-18.675342465753424
1186	-18.575068493150685
1187	-20.974794520547945
1188	-16.974520547945207
1189	-17.574246575342464
1190	-22.073972602739726
1191	-23.073698630136985
1192	-19.27342465753425
1193	-18.073150684931505
1194	-12.072876712328767
1195	-14.072602739726028
1196	-12.772328767123287
1197	-11.672054794520548
1198	-13.271780821917808
1199	-12.871506849315068
1200	-13.97123287671233
1201	-16.77095890410959
1202	-16.97068493150685
1203	-15.57041095890411
1204	-14.27013698630137
1205	-4.26986301369863
1206	3.8304109589041095
1207	-4.169315068493151
1208	-1.769041095890411
1209	0.9312328767123288
1210	0.031506849315068475
1211	-1.9682191780821916
1212	-6.567945205479452
1213	-10.867671232876711
1214	-10.767397260273972
1215	-8.467123287671233
1216	-8.766849315068493
1217	-7.6665753424657535
1218	1.733698630136986
1219	1.9339726027397262
1220	-6.565753424657535
1221	-7.2654794520547945
1222	-6.865205479452055
1223	4.335068493150685
1224	6.635342465753425
1225	4.235616438356164
1226	-0.8641095890410959
1227	1.436164383561644
1228	4.736438356164384
1229	0.9367123287671233
1230	0.03698630136986303
1231	9.037260273972603
1232	9.037534246575342
1233	11.537808219178082
1234	14.038082191780822
1235	9.138356164383563
1236	9.338630136986302
1237	11.638904109589042
1238	8.03917808219178
1239	5.739452054794521
1240	7.13972602739726
1241	7.04
1242	5.940273972602739
1243	9.14054794520548
1244	7.4408219178082184
1245	0.7410958904109589
1246	3.7413698630136984
1247	-0.5583561643835617
1248	-0.2580821917808219
1249	0.34219178082191776
1250	-0.45753424657534253
1251	-1.1572602739726028
1252	1.7430136986301368
1253	3.9432876712328766
1254	8.243561643835617
1255	10.043835616438356
1256	9.403612252853586
1257	11.585531028989754
1258	3.1358088664747
1259	8.342884069968248
1260	14.073193127668265
